Date,d10_pd,d9_pd,d8_pd,d7_pd,d6_pd,d5_pd,d4_pd,d3_pd,d2_pd,d1_pd,Trend,VolumeTrend,Volatility,PreviousClose,DayClose
06/02/2019,1.4699999999999989,1.8700000000000045,0.5,0.25,0.3100000000000023,0.9699999999999989,2.9000000000000057,2.4399999999999977,2.8100000000000023,3.0900000000000034,0.2392121212121214,0.05468750567772731,1.0595230058851968,95.86,97.74
07/02/2019,0.4000000000000057,-0.9699999999999989,-1.2199999999999989,-1.1599999999999966,-0.5,1.4300000000000068,0.9699999999999989,1.3400000000000034,1.6200000000000045,0.9100000000000108,0.26569696969697015,0.046479823508298476,1.078126152173299,95.15,97.6
08/02/2019,-1.3700000000000045,-1.6200000000000045,-1.5600000000000023,-0.9000000000000057,1.0300000000000011,0.5699999999999932,0.9399999999999977,1.2199999999999989,0.5100000000000051,2.230000000000004,0.40163636363636457,-0.0006866809530483891,1.2893971459562046,96.87,97.67
11/02/2019,-0.25,-0.18999999999999773,0.46999999999999886,2.4000000000000057,1.9399999999999977,2.3100000000000023,2.5900000000000034,1.8800000000000097,3.6000000000000085,4.469999999999999,0.4666666666666673,-0.035686541233516125,1.463617436354187,97.74,97.44
12/02/2019,0.060000000000002274,0.7199999999999989,2.6500000000000057,2.1899999999999977,2.5600000000000023,2.8400000000000034,2.1300000000000097,3.8500000000000085,4.719999999999999,4.579999999999998,0.4532121212121215,-0.14580697490259878,1.4284607099952031,97.6,97.25
13/02/2019,0.6599999999999966,2.5900000000000034,2.1299999999999955,2.5,2.780000000000001,2.0700000000000074,3.7900000000000063,4.659999999999997,4.519999999999996,4.590000000000003,0.3920606060606064,-0.1460451141962973,1.255933517348749,97.67,98.05
14/02/2019,1.9300000000000068,1.4699999999999989,1.8400000000000034,2.1200000000000045,1.4100000000000108,3.1300000000000097,4.0,3.8599999999999994,3.930000000000007,3.700000000000003,0.3067272727272728,-0.09382650710106961,1.0278175908204714,97.44,98.7
15/02/2019,-0.46000000000000796,-0.09000000000000341,0.18999999999999773,-0.519999999999996,1.2000000000000028,2.069999999999993,1.9299999999999926,2.0,1.769999999999996,1.5799999999999983,0.294848484848485,-0.01997571194448209,1.0126406075207526,97.25,98.66
19/02/2019,0.37000000000000455,0.6500000000000057,-0.05999999999998806,1.6600000000000108,2.530000000000001,2.3900000000000006,2.460000000000008,2.230000000000004,2.0400000000000063,2.8400000000000034,0.2767878787878785,-0.007881382675817887,0.9699530916492798,98.05,100.38
20/02/2019,0.28000000000000114,-0.4299999999999926,1.2900000000000063,2.1599999999999966,2.019999999999996,2.0900000000000034,1.8599999999999994,1.6700000000000017,2.469999999999999,3.1200000000000045,0.2844242424242423,0.011493326343376587,0.9900106060037928,98.7,100.98
21/02/2019,-0.7099999999999937,1.0100000000000051,1.8799999999999955,1.7399999999999949,1.8100000000000023,1.5799999999999983,1.3900000000000006,2.1899999999999977,2.8400000000000034,2.799999999999997,0.27072727272727237,0.09314790751020312,0.9575181460421499,98.66,100.88
22/02/2019,1.7199999999999989,2.589999999999989,2.4499999999999886,2.519999999999996,2.289999999999992,2.0999999999999943,2.8999999999999915,3.549999999999997,3.509999999999991,5.22999999999999,0.2695757575757574,0.1214541556456683,0.9523150739119893,100.38,101.04
25/02/2019,0.8699999999999903,0.7299999999999898,0.7999999999999972,0.5699999999999932,0.37999999999999545,1.1799999999999926,1.8299999999999983,1.789999999999992,3.509999999999991,4.109999999999999,0.35242424242424286,0.07236626904354682,1.2119162512319086,100.98,101.04
26/02/2019,-0.14000000000000057,-0.06999999999999318,-0.29999999999999716,-0.4899999999999949,0.3100000000000023,0.960000000000008,0.9200000000000017,2.6400000000000006,3.240000000000009,3.1400000000000006,0.43800000000000006,0.06388607639818647,1.3827902950194584,100.88,101.62
27/02/2019,0.07000000000000739,-0.1599999999999966,-0.3499999999999943,0.45000000000000284,1.1000000000000085,1.0600000000000023,2.780000000000001,3.3800000000000097,3.280000000000001,3.440000000000012,0.4849090909090911,0.01666775994294624,1.4759285213044708,101.04,101.44
28/02/2019,-0.23000000000000398,-0.4200000000000017,0.37999999999999545,1.0300000000000011,0.9899999999999949,2.7099999999999937,3.3100000000000023,3.2099999999999937,3.3700000000000045,3.3700000000000045,0.4947878787878795,-0.026959318279133938,1.4944216272524984,101.04,101.71
01/03/2019,-0.18999999999999773,0.6099999999999994,1.2600000000000051,1.2199999999999989,2.9399999999999977,3.5400000000000063,3.4399999999999977,3.6000000000000085,3.6000000000000085,4.180000000000007,0.480121212121213,-0.04179812926660479,1.4601849197961212,101.62,101.27
04/03/2019,0.7999999999999972,1.4500000000000028,1.4099999999999966,3.1299999999999955,3.730000000000004,3.6299999999999955,3.7900000000000063,3.7900000000000063,4.3700000000000045,4.189999999999998,0.392303030303031,-0.06040421211358758,1.234912547510958,101.44,101.06
05/03/2019,0.6500000000000057,0.6099999999999994,2.3299999999999983,2.930000000000007,2.8299999999999983,2.990000000000009,2.990000000000009,3.5700000000000074,3.3900000000000006,3.6599999999999966,0.3217575757575758,-0.03073531666577596,1.0483248542317407,101.71,101.65
06/03/2019,-0.04000000000000625,1.6799999999999926,2.280000000000001,2.1799999999999926,2.3400000000000034,2.3400000000000034,2.9200000000000017,2.739999999999995,3.009999999999991,2.569999999999993,0.22618181818181812,-0.028596112191776105,0.8328841456048983,101.27,102.53
07/03/2019,1.7199999999999989,2.3200000000000074,2.219999999999999,2.3800000000000097,2.3800000000000097,2.960000000000008,2.780000000000001,3.049999999999997,2.6099999999999994,2.4000000000000057,0.08533333333333332,0.01762007561654459,0.36869499589769317,101.06,104.03
08/03/2019,0.6000000000000085,0.5,0.6600000000000108,0.6600000000000108,1.240000000000009,1.0600000000000023,1.3299999999999983,0.8900000000000006,0.6800000000000068,1.2700000000000102,0.062242424242424065,0.05501782636160217,0.2958868026796727,101.65,104.92
