Date,d10_pd,d9_pd,d8_pd,d7_pd,d6_pd,d5_pd,d4_pd,d3_pd,d2_pd,d1_pd,Trend,VolumeTrend,Volatility,PreviousClose,PriceDirection
2017-01-19,0.04999999999999716,-0.8200000000000003,-0.9600000000000009,-1.759999999999998,-1.3800000000000026,-1.2000000000000028,-1.5,-0.6899999999999977,-2.219999999999999,-1.7299999999999969,-0.1424848484848481,0.05613841604953019,0.6146128862951042,54.27,Positive
2017-01-20,-0.8699999999999974,-1.009999999999998,-1.8099999999999952,-1.4299999999999997,-1.25,-1.5499999999999972,-0.7399999999999949,-2.269999999999996,-1.779999999999994,-1.4699999999999989,-0.06860606060606052,0.04800599279816009,0.4455962297865631,54.58,Positive
2017-01-23,-0.14000000000000057,-0.9399999999999977,-0.5600000000000023,-0.38000000000000256,-0.6799999999999997,0.13000000000000256,-1.3999999999999986,-0.9099999999999966,-0.6000000000000014,-0.10999999999999943,-0.008181818181818037,0.029969946258547826,0.4331154580478508,55.07,Negative
2017-01-24,-0.7999999999999972,-0.4200000000000017,-0.240000000000002,-0.5399999999999991,0.2700000000000031,-1.259999999999998,-0.769999999999996,-0.46000000000000085,0.030000000000001137,-0.7899999999999991,-0.0004848484848484283,-0.002327328082545146,0.4213739431906056,54.25,Positive
2017-01-25,0.37999999999999545,0.5599999999999952,0.259999999999998,1.0700000000000003,-0.46000000000000085,0.030000000000001137,0.3399999999999963,0.8299999999999983,0.00999999999999801,0.46000000000000085,-0.011999999999999613,-0.016406227699955773,0.41087224291743035,54.7,Positive
2017-01-26,0.17999999999999972,-0.11999999999999744,0.6900000000000048,-0.8399999999999963,-0.3499999999999943,-0.03999999999999915,0.45000000000000284,-0.36999999999999744,0.0800000000000054,2.0,0.10096969696969699,-0.007646022980198594,0.7359456501671838,56.62,Positive
2017-01-27,-0.29999999999999716,0.5100000000000051,-1.019999999999996,-0.529999999999994,-0.21999999999999886,0.2700000000000031,-0.5499999999999972,-0.09999999999999432,1.8200000000000003,2.3800000000000026,0.23224242424242406,-0.016345337204769085,1.0281653563508149,57.18,Negative
2017-01-30,0.8100000000000023,-0.7199999999999989,-0.22999999999999687,0.0799999999999983,0.5700000000000003,-0.25,0.20000000000000284,2.1199999999999974,2.6799999999999997,2.0900000000000034,0.28248484848484845,-0.04762017460889245,1.1092272084654249,56.59,Negative
2017-01-31,-1.5300000000000011,-1.0399999999999991,-0.730000000000004,-0.240000000000002,-1.0600000000000023,-0.6099999999999994,1.3099999999999952,1.8699999999999974,1.2800000000000011,0.769999999999996,0.33357575757575747,-0.014200551275217872,1.138110715176691,56.08,Positive
2017-02-01,0.490000000000002,0.7999999999999972,1.2899999999999991,0.46999999999999886,0.9200000000000017,2.8399999999999963,3.3999999999999986,2.8100000000000023,2.299999999999997,2.549999999999997,0.2869696969696968,-0.005647270309583479,1.0484278706711294,56.33,Negative
2017-02-02,0.30999999999999517,0.7999999999999972,-0.020000000000003126,0.4299999999999997,2.3499999999999943,2.9099999999999966,2.3200000000000003,1.8099999999999952,2.059999999999995,1.6399999999999935,0.21921212121212105,-0.008246608779054726,0.9569999999999996,55.91,Negative
2017-02-03,0.490000000000002,-0.3299999999999983,0.12000000000000455,2.039999999999999,2.6000000000000014,2.010000000000005,1.5,1.75,1.3299999999999983,1.1700000000000017,0.14351515151515135,-0.03147056027711223,0.8773345997964511,55.75,Positive
2017-02-06,-0.8200000000000003,-0.36999999999999744,1.5499999999999972,2.1099999999999994,1.5200000000000031,1.009999999999998,1.259999999999998,0.8399999999999963,0.6799999999999997,2.200000000000003,0.1692121212121212,-0.01887838655920868,0.9289757800933242,57.27,Negative
2017-02-07,0.45000000000000284,2.3699999999999974,2.9299999999999997,2.3400000000000034,1.8299999999999983,2.0799999999999983,1.6599999999999966,1.5,3.020000000000003,2.299999999999997,0.07430303030303025,-0.05738537939695564,0.7090951981222267,56.55,Negative
2017-02-08,1.9199999999999946,2.479999999999997,1.8900000000000006,1.3799999999999955,1.6299999999999955,1.2099999999999937,1.0499999999999972,2.5700000000000003,1.8499999999999943,1.6400000000000006,-0.029939393939393644,-0.07236523524502855,0.4698254995208337,56.34,Negative
2017-02-09,0.5600000000000023,-0.02999999999999403,-0.5399999999999991,-0.28999999999999915,-0.7100000000000009,-0.8699999999999974,0.6500000000000057,-0.07000000000000028,-0.27999999999999403,-0.9899999999999949,-0.06478787878787858,-0.016564024698316287,0.5269354799214042,55.63,Positive
2017-02-10,-0.5899999999999963,-1.1000000000000014,-0.8500000000000014,-1.2700000000000031,-1.4299999999999997,0.09000000000000341,-0.6300000000000026,-0.8399999999999963,-1.5499999999999972,-0.45000000000000284,0.009696969696969631,-0.011541426389472928,0.4715463922033551,56.73,Positive
2017-02-13,-0.5100000000000051,-0.2600000000000051,-0.6800000000000068,-0.8400000000000034,0.6799999999999997,-0.04000000000000625,-0.25,-0.9600000000000009,0.13999999999999346,0.269999999999996,0.05739393939393959,-0.03238561707899709,0.4935635723997469,56.86,Positive
2017-02-14,0.25,-0.1700000000000017,-0.3299999999999983,1.1900000000000048,0.46999999999999886,0.2600000000000051,-0.44999999999999574,0.6499999999999986,0.7800000000000011,1.0,0.07981818181818187,-0.04348755188348726,0.5297216250069464,57.08,Positive
2017-02-15,-0.4200000000000017,-0.5799999999999983,0.9400000000000048,0.21999999999999886,0.010000000000005116,-0.6999999999999957,0.3999999999999986,0.5300000000000011,0.75,1.6499999999999986,0.15587878787878773,-0.015012423135986927,0.6983408909694455,57.98,Positive
