Date,Open,High,Low,Close,Volume,Currency,Trend,VolumeTrend,AAL,AAPL,AMT,AVY,AWK,BA,BAC,CCL,CNP,EQR,F,FOX,HFC,JNJ,MSFT,NFLX,PFE,PKG,PM,S&P500,WFC,WMT,XOM
2019-05-15,29.56,29.66,29.38,29.42,5835449,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-16,29.4,29.73,29.32,29.6,4546229,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-17,29.46,29.92,29.46,29.77,4612539,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-20,29.8,30.03,29.55,29.64,3895118,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-21,29.64,29.91,29.5,29.52,3804737,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-22,29.54,29.68,29.36,29.55,6442058,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-23,29.57,29.61,29.17,29.42,6392627,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-24,29.6,29.72,29.37,29.39,3848486,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-28,29.49,29.51,28.82,28.82,6517814,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-29,28.92,28.93,28.41,28.45,4157435,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-30,28.46,28.6,28.2,28.27,3999255,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-31,28.29,28.54,28.2,28.44,5326374,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-03,28.61,28.74,28.28,28.66,4841721,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-04,28.7,28.84,28.15,28.82,5360521,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-05,28.96,29.19,28.8,29.04,5904187,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-06,29.19,29.41,29.06,29.15,4823277,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-07,29.41,29.54,28.79,28.82,4008978,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-10,28.83,28.98,28.58,28.92,3184255,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-11,28.86,28.92,28.53,28.64,6415584,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-12,28.74,29.06,28.67,28.98,2896158,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-13,29.56,29.56,29.16,29.26,4925579,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-14,29.37,29.74,29.3,29.62,4508738,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-17,29.62,29.75,29.45,29.6,4389172,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-18,29.79,29.8,29.34,29.54,3700135,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-19,29.36,30.09,29.36,29.98,3814357,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-20,30.11,30.24,29.67,30.04,2880964,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-21,30.04,30.04,29.57,29.92,6042450,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-24,30.0,30.09,29.67,29.85,3363486,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-25,29.83,29.89,29.48,29.51,4435322,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-26,29.42,29.45,28.6,28.65,5227422,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-27,28.78,28.87,28.45,28.51,5255649,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-28,28.47,28.8,28.45,28.63,5489487,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-01,28.6,28.66,28.26,28.49,3377624,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-02,29.01,29.26,28.77,29.0,4275077,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-03,29.04,29.72,29.03,29.43,2772478,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-05,29.18,29.45,28.86,29.44,3883842,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-08,29.52,29.54,28.98,29.16,4059216,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-09,29.16,29.25,28.99,29.09,3367465,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-10,29.22,29.35,28.93,29.01,4321421,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-11,29.0,29.09,28.68,29.06,5126888,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-12,29.05,29.14,28.82,28.87,3580101,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-15,28.9,29.0,28.77,28.99,3846004,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-16,28.96,29.07,28.62,28.9,4179173,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-17,29.09,29.15,28.96,29.01,3019328,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-18,28.93,29.29,28.78,29.25,2659886,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-19,29.2,29.25,28.62,28.64,4040091,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-22,28.74,28.78,28.52,28.68,3184936,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-23,28.68,28.79,28.6,28.69,4898961,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-24,28.77,28.82,28.34,28.43,3576615,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-25,28.29,28.59,28.27,28.55,3548794,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-26,28.63,28.92,28.63,28.8,2340889,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-29,28.81,28.85,28.52,28.76,2081108,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-30,28.68,29.13,28.65,28.84,4805212,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-31,28.8,29.23,28.73,29.01,8457698,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-01,29.04,29.25,28.82,29.09,5254669,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-02,29.15,29.44,28.89,29.33,4187870,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-05,29.33,29.48,28.41,28.55,4359026,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-06,28.63,28.93,28.24,28.86,6017918,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-07,28.85,28.92,27.43,28.06,8670025,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-08,27.88,28.04,27.59,27.83,5609206,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-09,27.85,28.03,27.59,27.62,4311910,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-12,27.6,27.81,27.34,27.76,5384994,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-13,27.8,28.08,27.67,28.0,5307810,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-14,27.8,27.99,27.48,27.5,5185016,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-15,27.49,27.94,27.43,27.57,4620693,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-16,27.61,27.96,27.59,27.87,3940560,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-19,27.93,28.3,27.87,28.11,2851675,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-20,28.11,28.16,27.75,27.83,2565200,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-21,27.8,27.96,27.71,27.92,2808526,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-22,27.92,28.16,27.84,28.02,3054111,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-23,28.13,28.15,27.32,27.42,2821647,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-26,27.44,27.59,27.32,27.58,2183518,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-27,27.7,27.73,27.27,27.28,5155403,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-28,27.29,27.39,27.16,27.31,3572110,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-29,27.48,27.78,27.35,27.62,4742067,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-30,27.72,27.99,27.68,27.69,4357416,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-03,27.63,28.31,27.62,28.29,5284234,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-04,28.31,28.4,27.98,28.15,2689103,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-05,27.96,28.24,27.92,27.99,4055447,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-06,28.27,28.57,28.2,28.5,5483923,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-09,28.39,28.86,28.26,28.78,4254726,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-10,28.78,29.36,28.7,29.31,7623850,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-11,29.19,30.43,29.19,30.41,7663238,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-12,30.5,30.52,29.79,29.88,5511321,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-13,29.71,30.14,29.71,29.85,3385292,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-16,30.0,30.39,29.84,30.34,3758608,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-17,30.34,30.34,29.69,29.91,4528630,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-18,30.03,30.04,29.61,29.97,5544560,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-19,30.06,30.21,29.86,30.04,3456120,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-20,30.17,30.42,30.17,30.33,5453902,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-23,30.37,30.52,30.27,30.4,2905603,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-24,30.45,30.68,30.38,30.45,4089783,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-25,30.44,30.69,30.35,30.61,3137985,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-26,30.71,30.71,30.09,30.12,4809433,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-27,30.17,30.26,29.89,30.0,4957476,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-30,30.06,30.27,29.99,30.18,5518519,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-01,30.18,30.32,29.86,29.89,4112093,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-02,29.86,29.87,29.09,29.12,5012878,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-03,29.15,29.16,28.61,28.9,10083629,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-04,29.0,29.28,28.63,29.25,4391653,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-07,29.15,29.2,28.82,28.83,2935747,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-08,28.99,28.99,28.18,28.18,4264823,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-09,28.21,28.29,27.88,28.14,4522130,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-10,28.12,28.43,28.04,28.16,5666502,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-11,28.15,28.46,28.08,28.27,3435234,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-14,28.36,28.41,27.88,27.89,2913014,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-15,27.9,28.2,27.89,28.18,5203806,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-16,28.17,28.65,28.1,28.62,6329411,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-17,28.62,28.81,28.43,28.71,3738384,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-18,28.64,28.8,28.43,28.64,3528618,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-21,28.59,28.79,28.54,28.74,3144671,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-22,28.93,29.33,28.8,29.29,5322375,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-23,29.35,29.61,29.22,29.6,4787630,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-24,29.59,30.23,29.56,30.16,6277334,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-25,30.18,30.23,29.48,29.54,4688105,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-28,29.37,29.51,29.13,29.14,3259709,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-29,29.14,29.23,28.88,29.04,4098152,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-30,29.03,29.18,28.85,29.08,2671487,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-31,29.15,29.24,28.92,29.07,2499173,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-01,29.07,29.16,28.94,29.02,2703224,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-04,28.96,29.28,28.8,28.91,3922730,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-05,28.89,29.07,28.69,28.74,4278275,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-06,28.76,29.11,28.76,28.77,4258142,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-07,28.74,29.11,28.17,29.0,5569906,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-08,28.85,29.07,28.62,28.78,5574395,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-11,28.71,28.75,27.53,27.7,6165641,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-12,27.72,27.98,27.57,27.94,3945777,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-13,28.0,28.19,27.83,28.09,3766070,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-14,28.1,28.28,26.59,26.69,14522350,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-15,25.68,26.89,25.09,25.48,18773404,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-18,25.62,25.65,25.09,25.16,7679460,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-19,25.14,25.36,24.8,25.34,8525596,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-20,25.02,25.1,24.37,24.45,7032916,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-21,24.29,24.58,24.25,24.54,9361413,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-22,24.5,25.02,24.32,24.75,6194931,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-25,24.75,24.91,24.62,24.8,4678117,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-26,24.72,24.78,24.35,24.49,6156711,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-27,24.41,24.67,24.3,24.67,3089166,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-29,24.68,24.85,24.52,24.56,2116055,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-02,24.54,24.71,24.36,24.39,3394992,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-03,24.36,24.57,24.27,24.4,4168163,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-04,24.28,24.82,24.28,24.72,4275937,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-05,24.67,24.85,24.62,24.79,3638056,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-06,24.75,25.13,24.7,25.02,4806550,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-09,25.05,25.16,24.82,25.04,3790045,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-10,25.06,25.16,24.86,24.96,4253343,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-11,24.9,25.21,24.89,25.11,4811613,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-12,25.06,25.33,24.66,24.82,6812020,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-13,24.77,26.01,24.77,25.94,13385377,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-16,25.92,26.37,25.92,26.35,7094586,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-17,26.3,26.83,26.26,26.41,10974220,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-18,26.47,26.95,26.45,26.85,6808625,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-19,26.74,26.99,26.59,26.78,8020514,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-20,27.13,27.25,26.61,26.73,15120427,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-23,26.78,26.97,26.45,26.73,4651687,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-24,26.78,26.95,26.74,26.76,1963732,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-26,26.83,27.03,26.81,26.91,1994281,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-27,26.9,26.98,26.8,26.91,3099692,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-30,26.83,26.94,26.62,26.91,3557284,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-31,26.91,27.28,26.88,27.27,3443195,USD,Positive,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,27.33,27.34,26.69,26.95,3385818,USD,Negative,Negative,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03,26.77,26.94,26.73,26.79,3405430,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-06,26.77,27.0,26.68,26.75,3516065,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-07,26.76,26.88,26.37,26.87,4252205,USD,Positive,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-08,26.92,26.94,26.62,26.64,5922605,USD,Negative,Positive,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
